age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
55,blue-collar,married,primary,no,284,no,yes,telephone,jul,252,4,-1,0,unknown,no
36,management,married,tertiary,no,495,no,no,cellular,mar,213,3,182,6,success,yes
31,admin.,single,secondary,no,1588,yes,no,unknown,jun,14,1,-1,0,unknown,no
38,services,married,secondary,no,0,yes,no,telephone,jul,121,2,-1,0,unknown,no
52,management,married,secondary,no,428,yes,no,unknown,may,153,1,-1,0,unknown,no
45,admin.,married,primary,no,542,no,no,cellular,may,8,5,350,3,other,no
32,blue-collar,married,primary,no,66,no,no,cellular,nov,244,1,-1,0,unknown,no
58,blue-collar,divorced,secondary,no,314,no,no,unknown,jun,67,2,-1,0,unknown,no
35,management,married,tertiary,no,24,yes,no,cellular,apr,169,1,231,2,failure,no
36,management,single,tertiary,no,613,no,no,cellular,aug,86,2,-1,0,unknown,no
55,retired,married,secondary,no,1467,no,yes,cellular,jul,277,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,192,yes,no,cellular,may,154,5,176,1,other,no
49,management,married,secondary,no,321,no,no,unknown,jun,135,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,788,yes,no,cellular,apr,392,1,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,48,yes,no,unknown,may,133,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,262,no,no,cellular,jul,96,2,109,4,success,no
36,blue-collar,married,secondary,no,4438,yes,no,unknown,may,446,1,-1,0,unknown,yes
44,services,single,secondary,no,5045,yes,no,cellular,nov,20,6,175,15,other,no
32,blue-collar,single,tertiary,no,3014,yes,no,cellular,may,291,2,-1,0,unknown,no
56,management,married,tertiary,no,21664,no,no,unknown,jun,214,8,-1,0,unknown,no
32,management,married,tertiary,no,5878,no,no,cellular,aug,159,2,-1,0,unknown,no
35,entrepreneur,married,tertiary,no,2723,yes,yes,cellular,aug,275,4,-1,0,unknown,no
44,management,married,secondary,no,576,yes,no,unknown,may,128,3,-1,0,unknown,no
59,entrepreneur,married,primary,no,0,no,no,telephone,nov,207,2,153,1,failure,no
31,blue-collar,single,tertiary,no,2197,yes,no,unknown,may,146,3,-1,0,unknown,no
60,blue-collar,married,unknown,no,104,yes,no,unknown,may,22,1,-1,0,unknown,no
33,technician,single,secondary,no,1279,yes,no,cellular,may,239,2,349,3,success,no
45,admin.,married,secondary,no,295,yes,no,cellular,jul,92,1,-1,0,unknown,no
45,blue-collar,married,primary,no,2128,yes,no,unknown,may,149,4,-1,0,unknown,no
57,admin.,married,secondary,no,367,no,no,telephone,nov,107,2,-1,0,unknown,no
36,management,married,tertiary,no,1477,no,no,cellular,aug,71,2,-1,0,unknown,no
30,blue-collar,single,primary,no,71,yes,no,unknown,may,122,6,-1,0,unknown,no
30,admin.,single,secondary,no,127,yes,no,cellular,may,16,6,368,1,other,no
59,unemployed,divorced,secondary,no,2921,no,no,telephone,feb,251,1,-1,0,unknown,no
58,management,married,tertiary,no,16264,no,no,telephone,nov,215,3,-1,0,unknown,no
49,retired,married,primary,no,1672,no,no,cellular,jul,128,3,-1,0,unknown,no
48,technician,married,tertiary,no,9207,no,no,cellular,aug,445,3,-1,0,unknown,no
28,technician,single,tertiary,no,356,no,no,cellular,mar,76,2,-1,0,unknown,no
59,management,divorced,primary,no,133,yes,no,cellular,jul,206,1,-1,0,unknown,no
40,management,married,tertiary,no,1217,yes,yes,cellular,nov,155,1,-1,0,unknown,no
32,technician,divorced,secondary,no,202,yes,no,cellular,feb,429,1,201,1,failure,no
58,blue-collar,married,secondary,no,590,no,yes,unknown,jun,133,1,-1,0,unknown,no
28,self-employed,single,tertiary,no,442,no,no,cellular,jun,474,3,95,3,other,yes
27,technician,single,tertiary,no,808,yes,no,cellular,may,578,1,364,1,other,no
38,management,single,tertiary,no,427,yes,no,cellular,may,17,3,169,2,failure,no
53,technician,married,tertiary,no,431,yes,no,unknown,jun,74,1,-1,0,unknown,no
60,services,married,tertiary,no,4256,yes,no,cellular,aug,239,3,761,1,other,yes
33,management,divorced,tertiary,no,0,yes,yes,cellular,aug,275,8,-1,0,unknown,no
52,services,divorced,secondary,no,238,yes,no,cellular,may,101,1,362,5,other,no
64,retired,married,tertiary,no,846,no,no,cellular,feb,671,1,181,3,failure,yes
40,blue-collar,single,secondary,no,3,no,no,cellular,nov,998,1,-1,0,unknown,yes
52,admin.,married,secondary,no,693,no,no,unknown,jun,271,1,-1,0,unknown,no
28,student,single,secondary,no,0,yes,no,unknown,may,133,3,-1,0,unknown,no
49,management,married,secondary,no,362,yes,no,unknown,jun,84,2,-1,0,unknown,no
28,technician,single,secondary,no,618,yes,no,cellular,may,281,1,-1,0,unknown,no
29,technician,single,tertiary,no,2893,yes,no,unknown,jun,250,1,-1,0,unknown,no
87,retired,married,primary,no,230,no,no,cellular,oct,144,1,-1,0,unknown,yes
37,management,divorced,secondary,no,1287,yes,no,cellular,may,432,1,-1,0,unknown,no
36,services,married,primary,no,179,no,no,unknown,jun,411,1,-1,0,unknown,no
35,self-employed,married,tertiary,no,980,no,no,cellular,aug,428,2,336,6,failure,no
33,admin.,married,tertiary,no,79,yes,no,cellular,oct,249,2,335,2,failure,yes
60,admin.,married,secondary,no,3043,no,no,cellular,aug,235,3,-1,0,unknown,no
25,management,single,tertiary,no,808,no,no,cellular,sep,267,2,114,2,failure,yes
69,retired,married,secondary,no,745,no,no,telephone,sep,595,1,-1,0,unknown,no
41,student,married,secondary,no,1309,no,no,unknown,jun,28,4,-1,0,unknown,no
48,management,single,secondary,no,290,yes,no,cellular,jul,257,2,-1,0,unknown,no
35,blue-collar,divorced,primary,no,1792,yes,no,cellular,jul,630,6,-1,0,unknown,yes
30,blue-collar,single,secondary,no,178,yes,no,unknown,may,747,5,-1,0,unknown,no
59,management,married,tertiary,no,0,no,no,cellular,aug,87,4,-1,0,unknown,no
32,management,single,tertiary,no,537,no,no,unknown,may,187,3,-1,0,unknown,no
28,blue-collar,single,secondary,no,416,yes,no,unknown,may,452,2,-1,0,unknown,no
60,blue-collar,married,primary,no,1472,no,no,unknown,jun,36,4,-1,0,unknown,no
36,management,married,primary,no,3953,yes,no,cellular,nov,277,1,-1,0,unknown,no
32,management,single,tertiary,no,112,yes,no,cellular,may,118,1,-1,0,unknown,no
34,management,divorced,tertiary,no,13204,yes,yes,cellular,nov,197,2,-1,0,unknown,no
58,blue-collar,married,secondary,no,0,no,yes,cellular,apr,101,5,-1,0,unknown,no
53,management,married,unknown,no,2240,yes,no,cellular,jun,282,2,385,1,success,yes
31,management,married,tertiary,no,22546,yes,no,cellular,may,8,6,267,4,failure,no
33,admin.,married,secondary,no,0,yes,no,telephone,jul,1448,7,-1,0,unknown,yes
46,unemployed,divorced,primary,no,23,no,no,cellular,nov,344,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,228,yes,no,cellular,may,12,8,342,9,failure,no
37,self-employed,married,secondary,no,215,yes,no,unknown,jun,61,1,-1,0,unknown,no
58,blue-collar,married,primary,no,23,yes,no,unknown,may,91,6,-1,0,unknown,no
34,management,married,secondary,no,293,yes,no,unknown,may,162,3,-1,0,unknown,no
34,blue-collar,divorced,secondary,no,0,no,yes,unknown,may,339,1,-1,0,unknown,no
49,entrepreneur,married,primary,no,199,no,no,unknown,may,113,2,-1,0,unknown,no
53,admin.,married,secondary,no,459,no,no,cellular,apr,558,1,-1,0,unknown,yes
42,unemployed,married,secondary,no,8131,yes,no,unknown,may,69,1,-1,0,unknown,no
40,services,married,secondary,no,-378,yes,yes,cellular,may,541,1,295,6,failure,no
30,blue-collar,single,primary,no,395,no,no,cellular,nov,429,1,-1,0,unknown,no
31,technician,divorced,secondary,no,10787,yes,no,unknown,jun,135,2,-1,0,unknown,no
55,admin.,married,secondary,no,865,yes,no,cellular,oct,96,1,111,3,failure,no
36,management,married,tertiary,no,340,yes,no,cellular,apr,68,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,1882,no,no,cellular,may,529,2,-1,0,unknown,no
26,management,married,tertiary,no,265,no,no,cellular,jan,650,2,-1,0,unknown,no
31,admin.,married,secondary,no,389,yes,no,cellular,dec,69,1,185,2,failure,no
49,admin.,married,secondary,no,0,yes,yes,cellular,jul,71,7,-1,0,unknown,no
54,management,married,tertiary,no,384,yes,no,cellular,may,30,7,-1,0,unknown,no
47,management,divorced,tertiary,no,94,yes,no,cellular,jul,9,19,-1,0,unknown,no
61,management,married,secondary,no,1471,no,no,cellular,aug,331,2,-1,0,unknown,no
49,blue-collar,married,primary,no,937,yes,no,unknown,jun,66,1,-1,0,unknown,no
51,technician,married,secondary,no,500,yes,no,cellular,nov,26,6,-1,0,unknown,no
53,blue-collar,married,primary,no,25,yes,no,unknown,may,266,3,-1,0,unknown,no
35,management,married,tertiary,no,365,no,no,cellular,nov,168,2,-1,0,unknown,no
25,unemployed,single,secondary,no,34,no,yes,unknown,jul,316,1,-1,0,unknown,no
79,retired,married,primary,no,429,no,no,telephone,jul,1006,2,-1,0,unknown,yes
53,technician,married,primary,no,6839,yes,no,cellular,nov,77,1,-1,0,unknown,no
21,student,single,secondary,no,6,no,no,unknown,may,622,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,467,yes,no,unknown,may,494,2,-1,0,unknown,no
40,self-employed,divorced,secondary,no,1876,no,yes,unknown,jun,269,1,-1,0,unknown,no
34,entrepreneur,married,secondary,no,1847,yes,no,cellular,apr,543,3,321,6,failure,no
52,unknown,married,primary,no,247,no,no,cellular,jul,268,6,-1,0,unknown,no
27,admin.,married,secondary,no,897,no,no,cellular,jun,397,1,-1,0,unknown,yes
57,services,divorced,secondary,no,4664,no,no,cellular,nov,22,4,114,1,failure,no
51,self-employed,divorced,secondary,no,1291,yes,no,unknown,jun,51,2,-1,0,unknown,no
31,student,single,tertiary,no,64,no,no,cellular,sep,208,1,105,2,success,no
49,unemployed,married,tertiary,no,-471,yes,no,cellular,nov,77,3,185,7,failure,no
32,management,single,tertiary,no,1160,yes,yes,unknown,jun,450,2,-1,0,unknown,no
28,admin.,single,tertiary,no,14,no,no,cellular,jun,201,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,26,yes,no,cellular,apr,342,3,332,1,other,no
50,blue-collar,married,unknown,no,452,no,no,cellular,aug,181,2,-1,0,unknown,no
42,blue-collar,single,secondary,no,382,yes,no,cellular,may,294,1,-1,0,unknown,no
45,admin.,married,unknown,no,2033,no,no,cellular,nov,123,1,186,4,failure,no
34,unemployed,married,secondary,no,0,yes,no,cellular,may,172,1,-1,0,unknown,no
56,admin.,divorced,unknown,no,789,yes,no,cellular,may,1022,1,360,2,failure,no
33,blue-collar,single,secondary,no,142,yes,no,cellular,may,123,1,360,3,other,no
34,admin.,married,secondary,no,645,yes,no,unknown,may,420,1,-1,0,unknown,no
37,blue-collar,married,unknown,no,897,yes,no,cellular,apr,119,2,280,2,failure,no
37,blue-collar,married,secondary,no,103,yes,no,cellular,may,153,1,-1,0,unknown,no
35,admin.,single,secondary,no,847,yes,no,cellular,may,85,2,-1,0,unknown,no
38,unknown,single,tertiary,no,0,no,no,cellular,sep,260,3,95,3,success,yes
32,blue-collar,married,secondary,no,517,yes,no,unknown,may,528,1,-1,0,unknown,no
52,technician,single,tertiary,no,1308,yes,no,unknown,may,361,1,-1,0,unknown,no
49,services,married,secondary,no,66,yes,yes,cellular,nov,59,4,-1,0,unknown,no
46,management,divorced,secondary,no,361,yes,no,unknown,may,86,7,-1,0,unknown,no
42,entrepreneur,married,primary,yes,66,yes,yes,cellular,feb,139,1,-1,0,unknown,no
36,blue-collar,married,unknown,no,70,yes,no,unknown,may,219,4,-1,0,unknown,no
32,services,married,secondary,no,180,yes,no,telephone,may,45,2,-1,0,unknown,no
49,technician,married,tertiary,no,279,yes,no,unknown,may,168,4,-1,0,unknown,no
46,services,married,secondary,no,4,no,no,cellular,apr,268,1,261,5,other,yes
40,entrepreneur,married,secondary,no,1416,yes,no,unknown,may,210,2,-1,0,unknown,no
36,admin.,married,secondary,no,465,yes,no,unknown,may,160,1,-1,0,unknown,no
36,admin.,married,secondary,no,998,yes,no,unknown,may,1044,2,-1,0,unknown,no
34,technician,married,secondary,no,550,no,yes,cellular,jul,601,1,-1,0,unknown,no
46,management,married,tertiary,no,1285,yes,no,unknown,may,89,1,-1,0,unknown,no
32,services,married,tertiary,no,4908,no,yes,cellular,may,491,2,-1,0,unknown,no
32,unemployed,single,tertiary,no,336,yes,no,unknown,may,139,1,-1,0,unknown,no
32,management,single,tertiary,no,131,no,no,unknown,jun,267,3,-1,0,unknown,no
43,management,married,tertiary,no,348,no,yes,cellular,jul,88,3,-1,0,unknown,no
25,self-employed,single,tertiary,no,453,yes,no,cellular,jul,134,1,-1,0,unknown,no
55,admin.,married,secondary,no,1102,yes,no,unknown,may,126,2,-1,0,unknown,no
24,admin.,single,secondary,no,926,yes,yes,cellular,may,191,1,-1,0,unknown,no
40,management,divorced,tertiary,no,502,yes,no,cellular,feb,267,4,270,3,other,no
38,management,single,tertiary,no,8669,yes,no,telephone,apr,5,3,150,6,failure,no
48,blue-collar,single,primary,no,316,no,no,unknown,jun,560,2,-1,0,unknown,no
36,management,married,tertiary,no,9324,yes,no,cellular,mar,138,8,-1,0,unknown,no
57,management,married,tertiary,no,0,no,no,cellular,aug,188,4,-1,0,unknown,no
45,admin.,married,secondary,no,72,yes,yes,cellular,may,262,2,352,2,failure,no
33,self-employed,single,tertiary,no,61,no,no,cellular,aug,836,3,-1,0,unknown,yes
38,technician,single,secondary,no,173,no,no,cellular,aug,150,4,-1,0,unknown,no
26,services,single,secondary,yes,-162,yes,no,cellular,may,44,2,-1,0,unknown,no
30,management,single,tertiary,no,47,no,yes,cellular,jul,11,17,-1,0,unknown,no
55,services,divorced,tertiary,no,1983,yes,no,telephone,nov,123,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,326,yes,yes,unknown,may,150,2,-1,0,unknown,no
60,admin.,married,secondary,no,2552,no,yes,cellular,jan,255,2,2,4,other,no
36,management,single,tertiary,no,1283,no,no,cellular,aug,92,5,-1,0,unknown,no
65,housemaid,married,primary,no,2179,yes,no,cellular,sep,112,7,-1,0,unknown,no
39,self-employed,married,tertiary,no,1047,no,no,unknown,jun,554,1,-1,0,unknown,yes
52,blue-collar,married,primary,no,36,no,no,cellular,aug,109,2,-1,0,unknown,no
55,technician,married,secondary,yes,-308,no,no,cellular,feb,781,1,-1,0,unknown,yes
26,management,single,tertiary,no,1177,no,no,cellular,oct,116,1,-1,0,unknown,no
40,self-employed,married,primary,no,2077,yes,no,cellular,may,363,1,173,24,other,no
52,entrepreneur,married,secondary,no,0,no,no,cellular,aug,82,2,-1,0,unknown,no
29,self-employed,married,tertiary,no,1,no,no,cellular,jul,167,3,-1,0,unknown,no
41,blue-collar,married,primary,no,7735,yes,no,cellular,nov,220,1,190,1,failure,no
30,technician,single,tertiary,no,1922,yes,no,cellular,may,546,1,-1,0,unknown,no
28,student,single,secondary,no,153,no,no,cellular,jul,1124,2,-1,0,unknown,yes
26,blue-collar,married,secondary,no,2770,yes,no,unknown,may,141,1,-1,0,unknown,no
58,management,married,secondary,no,139,no,no,cellular,may,188,1,161,2,other,no
29,management,single,tertiary,no,21,yes,no,cellular,may,107,4,371,3,failure,no
48,technician,married,secondary,no,178,yes,no,unknown,jun,320,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,444,yes,no,cellular,apr,244,3,-1,0,unknown,no
26,services,single,secondary,no,209,yes,no,cellular,jul,319,2,-1,0,unknown,no
49,blue-collar,married,unknown,no,3096,no,no,unknown,jun,147,2,-1,0,unknown,no
34,admin.,married,secondary,no,5320,no,no,cellular,mar,114,6,467,5,other,no
32,services,married,secondary,no,4885,yes,yes,cellular,nov,400,2,-1,0,unknown,no
31,admin.,married,secondary,no,0,yes,yes,cellular,nov,79,3,-1,0,unknown,no
48,unemployed,married,primary,no,5462,no,no,unknown,jun,29,4,-1,0,unknown,no
40,blue-collar,married,secondary,no,6767,yes,no,cellular,nov,97,2,-1,0,unknown,no
42,technician,divorced,secondary,no,2974,yes,no,unknown,may,187,5,-1,0,unknown,no
48,technician,married,secondary,no,427,no,no,unknown,may,201,1,-1,0,unknown,no
38,services,married,secondary,no,8876,no,no,cellular,feb,280,1,75,1,failure,no
53,management,married,tertiary,no,146,no,no,unknown,may,150,1,-1,0,unknown,no
59,retired,divorced,secondary,no,319,no,no,cellular,jul,129,1,-1,0,unknown,no
28,unemployed,single,secondary,no,304,no,no,cellular,jun,516,1,-1,0,unknown,no
41,blue-collar,married,primary,no,389,yes,no,unknown,jun,127,2,-1,0,unknown,no
50,management,single,primary,no,766,no,no,unknown,jun,174,2,-1,0,unknown,no
31,admin.,married,secondary,no,0,yes,no,cellular,jul,82,5,-1,0,unknown,no
30,technician,single,secondary,no,3107,yes,no,unknown,jun,1516,2,-1,0,unknown,no
59,admin.,divorced,secondary,no,174,yes,no,unknown,may,204,1,-1,0,unknown,no
33,technician,divorced,secondary,yes,-305,no,yes,unknown,may,109,1,-1,0,unknown,no
35,self-employed,married,secondary,no,670,no,no,cellular,jul,378,1,-1,0,unknown,no
30,management,single,tertiary,no,6164,yes,no,unknown,may,152,11,-1,0,unknown,no
71,retired,married,secondary,no,2850,no,no,cellular,feb,185,1,-1,0,unknown,yes
30,services,single,primary,no,79,yes,no,cellular,may,317,1,-1,0,unknown,no
24,services,married,secondary,yes,110,yes,no,unknown,may,27,1,-1,0,unknown,no
34,technician,single,secondary,no,5039,no,no,cellular,nov,205,6,-1,0,unknown,no
34,blue-collar,married,secondary,no,360,yes,no,telephone,nov,46,1,182,2,failure,no
52,admin.,married,secondary,no,199,no,no,cellular,jan,978,2,189,1,other,no
33,self-employed,single,secondary,no,238,yes,yes,cellular,feb,45,5,-1,0,unknown,no
38,blue-collar,married,secondary,no,5092,yes,no,unknown,jun,145,6,-1,0,unknown,no
41,admin.,divorced,secondary,no,1088,yes,no,cellular,jan,138,1,-1,0,unknown,no
42,management,divorced,tertiary,no,221,yes,no,unknown,may,720,2,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,889,no,yes,unknown,jun,362,1,-1,0,unknown,no
48,blue-collar,married,primary,no,750,yes,no,cellular,may,90,6,-1,0,unknown,no
34,technician,single,secondary,no,0,yes,yes,unknown,may,214,1,-1,0,unknown,no
46,blue-collar,married,primary,no,1291,yes,no,cellular,may,142,3,259,17,failure,no
33,technician,married,secondary,no,1844,yes,no,unknown,may,241,3,-1,0,unknown,no
40,management,married,tertiary,no,89,yes,yes,telephone,feb,148,6,-1,0,unknown,no
36,admin.,married,secondary,no,4280,no,no,unknown,jun,227,6,-1,0,unknown,no
32,technician,single,secondary,no,0,no,no,cellular,aug,126,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,625,yes,no,unknown,may,410,1,-1,0,unknown,no
55,technician,married,unknown,no,574,yes,no,cellular,jan,243,2,-1,0,unknown,no
58,management,married,primary,no,320,yes,no,unknown,may,171,2,-1,0,unknown,no
25,technician,single,tertiary,no,468,yes,no,unknown,may,147,1,-1,0,unknown,no
47,services,married,secondary,no,440,yes,no,unknown,jun,91,1,-1,0,unknown,no
40,unemployed,married,secondary,no,0,yes,no,cellular,nov,332,1,183,1,failure,no
59,retired,married,secondary,no,5706,yes,no,cellular,jul,471,2,-1,0,unknown,no
40,management,married,tertiary,no,7780,no,no,telephone,may,364,1,355,1,other,no
30,management,married,secondary,no,-559,yes,yes,cellular,may,98,1,167,2,failure,no
25,entrepreneur,single,tertiary,no,16874,yes,yes,cellular,may,117,2,-1,0,unknown,no
58,retired,married,primary,no,1987,no,no,telephone,jul,185,4,-1,0,unknown,no
39,entrepreneur,married,unknown,no,98,yes,no,telephone,may,59,3,367,1,other,no
40,self-employed,married,tertiary,no,642,no,no,cellular,nov,147,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,526,yes,yes,unknown,may,553,2,-1,0,unknown,no
66,management,single,tertiary,no,6483,no,no,cellular,aug,275,1,-1,0,unknown,no
47,management,married,tertiary,no,2306,no,no,telephone,aug,239,4,-1,0,unknown,yes
37,blue-collar,married,secondary,no,954,yes,no,unknown,jun,402,9,-1,0,unknown,no
36,management,single,tertiary,no,-679,yes,yes,cellular,may,172,1,93,1,failure,no
50,blue-collar,married,primary,no,-1,no,no,cellular,aug,195,2,-1,0,unknown,no
76,retired,married,primary,no,2590,no,no,telephone,feb,68,12,-1,0,unknown,no
58,management,single,tertiary,no,331,no,yes,cellular,jul,82,3,-1,0,unknown,no
42,admin.,married,secondary,no,4209,yes,no,unknown,jun,57,6,-1,0,unknown,no
58,services,divorced,secondary,no,462,no,no,cellular,nov,495,1,93,1,success,yes
28,self-employed,single,tertiary,no,0,yes,no,cellular,jul,479,1,-1,0,unknown,no
41,technician,married,secondary,no,0,no,no,cellular,aug,141,2,-1,0,unknown,no
30,management,married,tertiary,no,151,no,no,cellular,aug,82,4,-1,0,unknown,no
32,management,divorced,tertiary,no,883,yes,no,cellular,dec,798,1,185,5,other,yes
27,services,single,secondary,no,266,no,yes,cellular,jul,232,1,-1,0,unknown,no
48,management,married,tertiary,no,0,no,no,cellular,aug,60,5,-1,0,unknown,no
36,technician,married,tertiary,no,491,yes,no,unknown,may,103,3,-1,0,unknown,no
54,management,married,tertiary,no,3,no,yes,cellular,jul,443,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,198,yes,no,unknown,may,400,2,-1,0,unknown,no
52,housemaid,married,secondary,no,14363,no,no,unknown,jun,132,1,-1,0,unknown,no
34,technician,divorced,secondary,no,0,yes,yes,cellular,aug,374,16,-1,0,unknown,no
43,technician,married,secondary,no,136,no,no,cellular,aug,363,7,-1,0,unknown,yes
32,management,single,tertiary,no,28,no,no,cellular,aug,111,2,-1,0,unknown,no
33,management,single,tertiary,no,335,no,no,cellular,aug,130,4,-1,0,unknown,no
51,housemaid,married,unknown,no,174,no,no,telephone,jul,308,3,-1,0,unknown,no
39,unemployed,married,secondary,no,270,yes,no,unknown,jun,116,1,-1,0,unknown,no
44,management,single,tertiary,no,1206,no,no,cellular,jul,160,2,-1,0,unknown,no
49,housemaid,divorced,primary,no,198,yes,no,unknown,may,205,3,-1,0,unknown,no
25,technician,married,tertiary,no,914,yes,no,cellular,may,185,2,-1,0,unknown,no
39,self-employed,married,secondary,no,31,yes,no,cellular,nov,61,2,181,4,failure,no
54,technician,married,secondary,no,0,no,no,telephone,aug,159,2,106,6,success,no
32,management,single,tertiary,no,347,yes,no,cellular,may,213,1,264,6,failure,no
36,management,married,tertiary,no,860,yes,no,unknown,may,294,15,-1,0,unknown,no
54,technician,married,secondary,no,89,yes,no,cellular,jul,140,3,-1,0,unknown,no
31,technician,married,secondary,no,0,yes,yes,cellular,jan,71,1,223,9,other,no
45,services,married,secondary,no,0,no,yes,cellular,jul,47,7,-1,0,unknown,no
31,admin.,single,secondary,no,68,yes,no,cellular,apr,570,2,-1,0,unknown,no
45,technician,married,secondary,no,-149,yes,no,cellular,jul,287,2,-1,0,unknown,no
33,services,divorced,secondary,no,2411,yes,no,cellular,oct,130,1,161,1,failure,yes
46,management,divorced,tertiary,no,225,yes,no,cellular,may,201,1,345,1,other,no
43,unknown,single,tertiary,no,2731,no,no,cellular,nov,11,7,-1,0,unknown,no
50,management,married,tertiary,no,112,yes,no,cellular,nov,70,5,85,5,other,no
44,management,divorced,tertiary,no,0,no,no,cellular,aug,54,2,-1,0,unknown,no
42,services,married,secondary,no,3620,yes,no,unknown,may,22,16,-1,0,unknown,no
26,blue-collar,single,secondary,no,179,no,no,cellular,jul,103,3,-1,0,unknown,no
47,admin.,single,secondary,no,1544,yes,no,cellular,apr,104,1,312,1,failure,no
48,blue-collar,married,primary,no,199,no,no,telephone,aug,29,2,-1,0,unknown,no
60,blue-collar,married,unknown,no,231,yes,no,unknown,may,57,2,-1,0,unknown,no
27,admin.,divorced,secondary,no,76,yes,no,unknown,jun,236,1,-1,0,unknown,no
30,unemployed,single,tertiary,no,302,no,no,cellular,feb,528,3,-1,0,unknown,yes
28,admin.,single,secondary,no,189,yes,no,cellular,jul,68,2,-1,0,unknown,no
58,retired,married,primary,no,565,no,no,telephone,jul,876,1,-1,0,unknown,yes
37,entrepreneur,married,tertiary,no,310,no,no,cellular,sep,76,1,-1,0,unknown,no
36,services,married,secondary,no,1746,yes,no,unknown,may,99,1,-1,0,unknown,no
39,technician,married,secondary,no,6,yes,no,cellular,may,122,3,357,4,failure,no
52,unemployed,married,primary,no,-110,no,yes,cellular,jan,141,1,-1,0,unknown,no
55,retired,married,secondary,no,2749,yes,yes,unknown,may,58,2,-1,0,unknown,no
30,management,single,tertiary,no,6495,no,no,cellular,mar,78,3,-1,0,unknown,no
36,blue-collar,single,secondary,no,35,yes,no,unknown,jun,435,3,-1,0,unknown,no
39,admin.,married,secondary,no,-650,no,no,cellular,may,123,2,364,1,failure,no
47,blue-collar,married,primary,no,292,no,yes,telephone,jul,210,3,-1,0,unknown,no
42,housemaid,single,primary,no,5774,yes,no,unknown,may,54,2,-1,0,unknown,no
42,management,married,secondary,no,2416,yes,no,unknown,may,138,4,-1,0,unknown,no
58,retired,married,secondary,no,35,no,no,cellular,jul,336,7,-1,0,unknown,no
68,retired,married,secondary,no,19317,yes,no,cellular,aug,249,1,-1,0,unknown,yes
43,technician,married,secondary,no,50,no,no,unknown,may,63,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,-674,yes,no,unknown,may,257,1,-1,0,unknown,no
49,technician,married,tertiary,no,3726,no,no,cellular,aug,875,2,-1,0,unknown,yes
57,retired,married,tertiary,no,1180,yes,yes,unknown,may,191,2,-1,0,unknown,no
61,self-employed,divorced,tertiary,no,6610,no,no,cellular,feb,481,2,-1,0,unknown,yes
36,admin.,single,secondary,no,319,yes,no,cellular,may,120,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,1545,yes,yes,cellular,may,207,1,-1,0,unknown,no
51,technician,married,tertiary,no,1315,no,no,telephone,jun,303,2,-1,0,unknown,no
31,technician,single,tertiary,no,424,no,no,cellular,aug,93,2,-1,0,unknown,no
56,blue-collar,married,primary,no,151,no,no,cellular,feb,128,1,-1,0,unknown,no
30,technician,single,tertiary,no,-970,no,yes,cellular,aug,194,2,-1,0,unknown,no
38,services,married,secondary,no,-762,yes,yes,unknown,may,408,2,-1,0,unknown,no
35,services,married,secondary,no,181,yes,no,cellular,jul,5,3,-1,0,unknown,no
31,blue-collar,married,unknown,no,-120,yes,no,cellular,jul,231,2,-1,0,unknown,no
39,admin.,divorced,secondary,no,1022,yes,no,unknown,jun,20,3,-1,0,unknown,no
50,management,married,tertiary,no,78,yes,no,cellular,jan,218,3,161,9,other,no
39,technician,married,tertiary,no,209,no,no,unknown,jul,36,2,-1,0,unknown,no
26,admin.,married,secondary,no,2469,no,no,cellular,jul,136,8,-1,0,unknown,no
55,technician,married,secondary,no,0,no,no,cellular,nov,336,1,-1,0,unknown,no
43,blue-collar,divorced,primary,no,328,no,yes,cellular,jul,192,1,-1,0,unknown,no
34,housemaid,married,tertiary,no,0,no,no,cellular,may,141,1,188,1,failure,no
51,self-employed,married,primary,no,307,yes,yes,unknown,jun,65,2,-1,0,unknown,no
31,management,married,tertiary,no,1384,yes,no,cellular,jan,203,2,2,3,other,no
32,management,married,tertiary,no,0,no,no,cellular,aug,104,9,-1,0,unknown,no
53,technician,married,secondary,no,719,yes,no,unknown,may,230,1,-1,0,unknown,no
44,management,divorced,tertiary,no,0,no,no,cellular,aug,71,1,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,6704,yes,no,unknown,may,205,2,-1,0,unknown,no
47,self-employed,married,tertiary,no,4543,yes,no,unknown,may,162,1,-1,0,unknown,no
36,management,married,tertiary,no,0,yes,no,unknown,may,145,2,-1,0,unknown,no
